experiment_name,code_family,control_mode,basis,cycles,workload_id,num_pairs,paired_delta_lfr,paired_bootstrap_std,unpaired_bootstrap_std,std_ratio_unpaired_over_paired,paired_ci_lower,paired_ci_upper,unpaired_ci_lower,unpaired_ci_upper,num_bootstrap,source_data_dir
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,150,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_Z_r150,10000,-0.022700,0.003078,0.005167,1.678991,-0.028400,-0.016200,-0.032200,-0.011700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/Z/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r010,10000,0.001500,0.001512,0.002839,1.877627,-0.001400,0.004400,-0.003400,0.007000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r030,10000,0.003600,0.002420,0.005541,2.289367,-0.001300,0.007800,-0.007900,0.014300,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r050,10000,0.007700,0.003251,0.005278,1.623677,0.002100,0.014200,-0.002200,0.018700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r070,10000,-0.001100,0.003067,0.006000,1.956107,-0.007400,0.005200,-0.012800,0.010600,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r090,10000,0.004000,0.004072,0.006689,1.642506,-0.003900,0.010500,-0.007400,0.015100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r110,10000,0.001300,0.004826,0.006346,1.314897,-0.008300,0.010400,-0.011200,0.012200,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r130,10000,0.000000,0.004607,0.007352,1.595948,-0.010400,0.009500,-0.017100,0.016100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r150,10000,-0.001200,0.004850,0.006619,1.364841,-0.011100,0.006700,-0.014300,0.008300,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r010,10000,-0.002800,0.000935,0.002634,2.818074,-0.004400,-0.000900,-0.008900,0.001900,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r030,10000,-0.001700,0.001669,0.004615,2.765091,-0.004100,0.001700,-0.011100,0.007300,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r050,10000,-0.004200,0.002301,0.005811,2.525286,-0.008900,-0.000700,-0.015900,0.006700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r070,10000,-0.005100,0.002561,0.005494,2.144903,-0.009400,0.000500,-0.015900,0.006000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r090,10000,-0.009000,0.002517,0.006284,2.496423,-0.013800,-0.003800,-0.024900,0.001700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r110,10000,-0.002900,0.002794,0.006814,2.438721,-0.008800,0.003200,-0.016600,0.007800,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r130,10000,-0.005700,0.003193,0.006247,1.956426,-0.010600,0.000300,-0.018400,0.007200,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r150,10000,-0.003300,0.003460,0.006827,1.973338,-0.009100,0.003100,-0.017700,0.007900,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r010,10000,-0.000700,0.001583,0.003802,2.402259,-0.003600,0.002800,-0.008100,0.007000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r030,10000,-0.004600,0.003021,0.004905,1.623629,-0.011600,0.000300,-0.013000,0.004500,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r050,10000,0.001400,0.003463,0.006817,1.968342,-0.006000,0.007400,-0.013600,0.012100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r070,10000,-0.009700,0.003630,0.006774,1.865941,-0.017800,-0.001700,-0.023300,0.004700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r090,10000,-0.007900,0.004041,0.006617,1.637378,-0.015200,0.000500,-0.020200,0.005100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r110,10000,-0.008000,0.004885,0.006509,1.332353,-0.017200,0.001900,-0.023600,0.004300,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r130,10000,-0.002800,0.005064,0.007778,1.536039,-0.013300,0.007100,-0.017900,0.013300,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r150,10000,-0.007100,0.005020,0.006985,1.391494,-0.014900,0.004500,-0.020700,0.005200,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r010,10000,-0.006300,0.001816,0.003208,1.766498,-0.010000,-0.003000,-0.011200,-0.000400,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r030,10000,-0.015700,0.002745,0.005064,1.844901,-0.020100,-0.009200,-0.026000,-0.006500,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r050,10000,-0.037400,0.003453,0.005870,1.700198,-0.045900,-0.030600,-0.048200,-0.025300,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r070,10000,-0.045900,0.003868,0.006224,1.609162,-0.054500,-0.039100,-0.059100,-0.034400,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r090,10000,-0.053300,0.004245,0.006686,1.575141,-0.060200,-0.043500,-0.065700,-0.040000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r110,10000,-0.048200,0.004336,0.006839,1.577363,-0.056200,-0.039500,-0.061700,-0.035000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r130,10000,-0.043300,0.005246,0.007224,1.377085,-0.053200,-0.031000,-0.055800,-0.027100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r150,10000,-0.027500,0.005259,0.006827,1.298295,-0.038200,-0.018100,-0.039500,-0.014100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r010,10000,0.002200,0.001464,0.003677,2.511258,-0.000700,0.004500,-0.006000,0.008600,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r030,10000,-0.005300,0.003079,0.005137,1.668484,-0.010900,0.000900,-0.015200,0.005600,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r050,10000,-0.007700,0.003121,0.006344,2.032985,-0.014600,-0.002100,-0.020200,0.002400,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r070,10000,-0.017600,0.003810,0.006139,1.611358,-0.024600,-0.009900,-0.028600,-0.004000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r090,10000,-0.013600,0.004326,0.006526,1.508626,-0.021200,-0.004400,-0.025700,-0.000700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r110,10000,-0.015100,0.003935,0.006967,1.770415,-0.022500,-0.005600,-0.030700,-0.001100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r130,10000,-0.015200,0.004948,0.006209,1.254852,-0.024900,-0.005600,-0.026700,-0.002400,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r150,10000,-0.009400,0.005011,0.007094,1.415711,-0.019500,-0.001300,-0.023200,0.005200,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_Z_r010,10000,-0.013600,0.001683,0.003407,2.024062,-0.016200,-0.010000,-0.020000,-0.006500,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/Z/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_Z_r030,10000,-0.028100,0.003283,0.004774,1.454516,-0.034200,-0.020800,-0.036300,-0.017100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/Z/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_Z_r050,10000,-0.042400,0.004319,0.005287,1.224103,-0.051600,-0.033800,-0.051500,-0.033500,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/Z/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_Z_r070,10000,-0.045800,0.004701,0.005625,1.196525,-0.055100,-0.036400,-0.057600,-0.035900,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/Z/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_Z_r090,10000,-0.053000,0.005024,0.006176,1.229304,-0.063800,-0.042400,-0.067900,-0.042400,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/Z/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_Z_r110,10000,-0.044800,0.004879,0.006479,1.327776,-0.054300,-0.036200,-0.058200,-0.032000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/Z/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_Z_r130,10000,-0.042600,0.005481,0.007189,1.311628,-0.055300,-0.032200,-0.057800,-0.025200,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/Z/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_Z_r150,10000,-0.051100,0.005588,0.006608,1.182461,-0.062100,-0.039200,-0.061900,-0.037500,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/Z/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_X_r010,10000,-0.006100,0.001447,0.003796,2.623247,-0.009200,-0.003800,-0.013400,0.001100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/X/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_X_r030,10000,-0.017100,0.002586,0.005427,2.098943,-0.022400,-0.011500,-0.028200,-0.006600,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/X/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_X_r050,10000,-0.013600,0.002731,0.005767,2.111714,-0.019200,-0.008800,-0.025000,-0.003400,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/X/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_X_r070,10000,-0.013200,0.003096,0.005525,1.784631,-0.020200,-0.008000,-0.023900,-0.002100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/X/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_X_r090,10000,-0.009600,0.003406,0.005549,1.629182,-0.016700,-0.003700,-0.021200,0.002000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/X/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_X_r110,10000,-0.006500,0.004132,0.006561,1.587903,-0.013700,0.000300,-0.022200,0.005700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/X/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_X_r130,10000,-0.016200,0.004367,0.006565,1.503309,-0.026000,-0.007100,-0.030100,-0.004000,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/X/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_X_r150,10000,-0.014400,0.004684,0.007879,1.681857,-0.023300,-0.005400,-0.030200,0.000100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/X/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_Z_r010,10000,0.000800,0.001557,0.003262,2.095885,-0.002400,0.004000,-0.004900,0.008500,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/Z/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_Z_r030,10000,-0.010400,0.002201,0.005157,2.342688,-0.014800,-0.006000,-0.020800,0.000700,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/Z/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_Z_r050,10000,-0.004800,0.003165,0.006450,2.038124,-0.011700,0.002100,-0.018200,0.007100,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/Z/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_4+0j_Z_r070,10000,-0.012100,0.003595,0.005624,1.564379,-0.020000,-0.005400,-0.020700,0.001200,100,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_4+0j/Z/r070
