experiment_name,code_family,control_mode,basis,cycle_dir,cycles,workload_id,baseline_decoder_pathway,intervened_decoder_pathway,num_pairs,valid_pairs,invalid_pairs,baseline_failure_count,intervened_failure_count,rescued_failure_count,induced_failure_count,unchanged_failure_count,unchanged_success_count,net_rescue_count,baseline_lfr,intervened_lfr,paired_delta_lfr,net_rescue_rate,rescue_rate_among_baseline_failures,induction_rate_among_baseline_successes,pairing_violation_rate,source_data_dir
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r050,50,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_X_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,720,593,276,149,444,9131,127,0.072000,0.059300,-0.012700,0.012700,0.383333,0.016056,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/X/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r070,70,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_X_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,905,763,338,196,567,8899,142,0.090500,0.076300,-0.014200,0.014200,0.373481,0.021550,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/X/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r090,90,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_X_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1251,1061,484,294,767,8455,190,0.125100,0.106100,-0.019000,0.019000,0.386890,0.033604,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/X/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r110,110,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_X_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1462,1197,597,332,865,8206,265,0.146200,0.119700,-0.026500,0.026500,0.408345,0.038885,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/X/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r130,130,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_X_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1734,1460,694,420,1040,7846,274,0.173400,0.146000,-0.027400,0.027400,0.400231,0.050811,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/X/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,X,r150,150,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_X_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1956,1688,753,485,1203,7559,268,0.195600,0.168800,-0.026800,0.026800,0.384969,0.060293,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/X/r150
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r010,10,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_Z_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,101,86,38,23,63,9876,15,0.010100,0.008600,-0.001500,0.001500,0.376238,0.002323,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/Z/r010
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r030,30,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_Z_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,329,269,123,63,206,9608,60,0.032900,0.026900,-0.006000,0.006000,0.373860,0.006514,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/Z/r030
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r050,50,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_Z_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,569,475,219,125,350,9306,94,0.056900,0.047500,-0.009400,0.009400,0.384886,0.013254,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/Z/r050
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r070,70,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_Z_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,810,673,320,183,490,9007,137,0.081000,0.067300,-0.013700,0.013700,0.395062,0.019913,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/Z/r070
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r090,90,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_Z_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1008,830,399,221,609,8771,178,0.100800,0.083000,-0.017800,0.017800,0.395833,0.024577,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/Z/r090
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r110,110,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_Z_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1177,946,482,251,695,8572,231,0.117700,0.094600,-0.023100,0.023100,0.409516,0.028448,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/Z/r110
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r130,130,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_Z_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1424,1230,542,348,882,8228,194,0.142400,0.123000,-0.019400,0.019400,0.380618,0.040578,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/Z/r130
surface_code_distance_3_5_7_traditional_calibration,surface_code_memory,traditional_calibration,Z,r150,150,surface_code_distance_3_5_7_traditional_calibration_d7_0+0j_Z_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1555,1328,630,403,925,8042,227,0.155500,0.132800,-0.022700,0.022700,0.405145,0.047721,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration/d7_0+0j/Z/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r010,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,495,510,97,112,398,9393,-15,0.049500,0.051000,0.001500,-0.001500,0.195960,0.011783,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r030,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1306,1342,276,312,1030,8382,-36,0.130600,0.134200,0.003600,-0.003600,0.211332,0.035887,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r050,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2010,2087,442,519,1568,7471,-77,0.201000,0.208700,0.007700,-0.007700,0.219900,0.064956,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r070,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2602,2591,619,608,1983,6790,11,0.260200,0.259100,-0.001100,0.001100,0.237894,0.082184,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r090,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3009,3049,754,794,2255,6197,-40,0.300900,0.304900,0.004000,-0.004000,0.250582,0.113575,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r110,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3447,3460,960,973,2487,5580,-13,0.344700,0.346000,0.001300,-0.001300,0.278503,0.148482,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r130,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3777,3777,1077,1077,2700,5146,0,0.377700,0.377700,0.000000,0.000000,0.285147,0.173068,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r150,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_X_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3935,3923,1199,1187,2736,4878,12,0.393500,0.392300,-0.001200,0.001200,0.304701,0.195713,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/X/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r010,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,466,438,71,43,395,9491,28,0.046600,0.043800,-0.002800,0.002800,0.152361,0.004510,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r030,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1260,1243,142,125,1118,8615,17,0.126000,0.124300,-0.001700,0.001700,0.112698,0.014302,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r050,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1962,1920,276,234,1686,7804,42,0.196200,0.192000,-0.004200,0.004200,0.140673,0.029112,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r070,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2470,2419,356,305,2114,7225,51,0.247000,0.241900,-0.005100,0.005100,0.144130,0.040505,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r090,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2788,2698,405,315,2383,6897,90,0.278800,0.269800,-0.009000,0.009000,0.145265,0.043677,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r110,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3344,3315,497,468,2847,6188,29,0.334400,0.331500,-0.002900,0.002900,0.148624,0.070312,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r130,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3750,3693,564,507,3186,5743,57,0.375000,0.369300,-0.005700,0.005700,0.150400,0.081120,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r150,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+0j_Z_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3778,3745,656,623,3122,5599,33,0.377800,0.374500,-0.003300,0.003300,0.173637,0.100129,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+0j/Z/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r010,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,681,674,146,139,535,9180,7,0.068100,0.067400,-0.000700,0.000700,0.214391,0.014916,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r030,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1669,1623,439,393,1230,7938,46,0.166900,0.162300,-0.004600,0.004600,0.263032,0.047173,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r050,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2354,2368,635,649,1719,6997,-14,0.235400,0.236800,0.001400,-0.001400,0.269754,0.084881,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r070,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3015,2918,826,729,2189,6256,97,0.301500,0.291800,-0.009700,0.009700,0.273964,0.104366,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r090,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3445,3366,1036,957,2409,5598,79,0.344500,0.336600,-0.007900,0.007900,0.300726,0.145995,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r110,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3812,3732,1188,1108,2624,5080,80,0.381200,0.373200,-0.008000,0.008000,0.311647,0.179056,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r130,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4087,4059,1307,1279,2780,4634,28,0.408700,0.405900,-0.002800,0.002800,0.319794,0.216303,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r150,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_X_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4316,4245,1469,1398,2847,4286,71,0.431600,0.424500,-0.007100,0.007100,0.340361,0.245954,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/X/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r010,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,613,550,175,112,438,9275,63,0.061300,0.055000,-0.006300,0.006300,0.285481,0.011931,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r030,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1789,1632,497,340,1292,7871,157,0.178900,0.163200,-0.015700,0.015700,0.277809,0.041408,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r050,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2398,2024,840,466,1558,7136,374,0.239800,0.202400,-0.037400,0.037400,0.350292,0.061300,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r070,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2957,2498,1043,584,1914,6459,459,0.295700,0.249800,-0.045900,0.045900,0.352722,0.082919,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r090,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3461,2928,1293,760,2168,5779,533,0.346100,0.292800,-0.053300,0.053300,0.373591,0.116226,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r090
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r110,110,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r110,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3838,3356,1417,935,2421,5227,482,0.383800,0.335600,-0.048200,0.048200,0.369203,0.151736,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r110
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r130,130,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r130,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4138,3705,1520,1087,2618,4775,433,0.413800,0.370500,-0.043300,0.043300,0.367327,0.185432,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r130
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,Z,r150,150,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+4j_Z_r150,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,4263,3988,1575,1300,2688,4437,275,0.426300,0.398800,-0.027500,0.027500,0.369458,0.226599,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+4j/Z/r150
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r010,10,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r010,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,660,682,142,164,518,9176,-22,0.066000,0.068200,0.002200,-0.002200,0.215152,0.017559,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r010
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r030,30,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r030,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,1743,1690,416,363,1327,7894,53,0.174300,0.169000,-0.005300,0.005300,0.238669,0.043963,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r030
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r050,50,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r050,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2371,2294,591,514,1780,7115,77,0.237100,0.229400,-0.007700,0.007700,0.249262,0.067374,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r050
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r070,70,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r070,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,2962,2786,823,647,2139,6391,176,0.296200,0.278600,-0.017600,0.017600,0.277853,0.091930,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r070
surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning,surface_code_memory,traditional_calibration_and_rl_fine_tuning,X,r090,90,surface_code_distance_3_5_7_traditional_calibration_and_rl_fine_tuning_d3_0+8j_X_r090,tesseract_decoder_with_si1000_prior,tesseract_decoder_with_frequency_calibrated_prior,10000,10000,0,3289,3153,892,756,2397,5955,136,0.328900,0.315300,-0.013600,0.013600,0.271207,0.112651,0.000000,data/raw/google_rl_qec_v2/surface_code_distance_3_5_7/traditional_calibration_and_rl_fine_tuning/d3_0+8j/X/r090
