experiment_name,code_family,control_mode,basis,cycles,workload_id,transition_class,num_shots,mean_detector_event_count,mean_early_detector_count,mean_mid_detector_count,mean_late_detector_count,burst_fraction,mean_first_detector_fraction,source_data_dir
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,34,color_code_distance_5_traditional_calibration_Z_r034,unchanged_failure,1953,90.275986,29.482847,30.387097,30.406042,1.000000,0.028243,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r034
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,34,color_code_distance_5_traditional_calibration_Z_r034,unchanged_success,6133,83.991684,27.437796,28.404859,28.149030,1.000000,0.029820,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r034
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,38,color_code_distance_5_traditional_calibration_Z_r038,rescued,1152,101.911458,33.075521,34.052951,34.782986,1.000000,0.025811,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r038
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,38,color_code_distance_5_traditional_calibration_Z_r038,induced,1002,102.636727,33.429142,34.985030,34.222555,1.000000,0.025869,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r038
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,38,color_code_distance_5_traditional_calibration_Z_r038,unchanged_failure,2063,100.771692,32.916142,33.968977,33.886573,1.000000,0.024557,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r038
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,38,color_code_distance_5_traditional_calibration_Z_r038,unchanged_success,5783,94.741830,30.948988,32.042711,31.750130,1.000000,0.027509,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r038
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,42,color_code_distance_5_traditional_calibration_Z_r042,rescued,1177,113.405268,37.706032,37.734919,37.964316,1.000000,0.021807,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r042
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,42,color_code_distance_5_traditional_calibration_Z_r042,induced,1093,115.111619,37.893870,38.652333,38.565416,1.000000,0.021784,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r042
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,42,color_code_distance_5_traditional_calibration_Z_r042,unchanged_failure,2193,110.731418,36.035568,37.752394,36.943456,1.000000,0.024459,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r042
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,42,color_code_distance_5_traditional_calibration_Z_r042,unchanged_success,5537,106.102583,34.766661,35.800072,35.535850,1.000000,0.023959,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r042
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,46,color_code_distance_5_traditional_calibration_Z_r046,rescued,1324,122.173716,40.294562,41.023414,40.855740,1.000000,0.020667,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r046
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,46,color_code_distance_5_traditional_calibration_Z_r046,induced,1132,123.645760,40.622792,41.603357,41.419611,1.000000,0.021512,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r046
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,46,color_code_distance_5_traditional_calibration_Z_r046,unchanged_failure,2242,121.142284,39.824710,40.650312,40.667261,1.000000,0.021366,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r046
color_code_distance_5_traditional_calibration,color_code_memory,traditional_calibration,Z,46,color_code_distance_5_traditional_calibration_Z_r046,unchanged_success,5302,115.258959,37.903055,38.582233,38.773670,1.000000,0.021756,data/raw/google_rl_qec_v2/color_code_distance_5/traditional_calibration/Z/r046
