source_data_dir,baseline_prior,intervened_prior,workload_id,stress_level,intervention,intervention_class,num_pairs,valid_pairs,invalid_pairs,baseline_failure_count,intervened_failure_count,rescued_failure_count,induced_failure_count,unchanged_failure_count,unchanged_success_count,net_rescue_count,paired_delta_lfr,paired_delta_lfr_ci_lower,paired_delta_lfr_ci_upper,net_rescue_rate,net_rescue_rate_ci_lower,net_rescue_rate_ci_upper,rescue_rate_among_baseline_failures,induction_rate_among_baseline_successes,num_bootstrap,bootstrap_seed
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_5/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4176,3998,1596,1418,2580,4406,178,-0.017800,-0.028900,-0.007500,0.017800,0.008900,0.028300,0.382184,0.243475,100,162026
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_5/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4176,3952,1733,1509,2443,4315,224,-0.022400,-0.032300,-0.009400,0.022400,0.012000,0.033400,0.414990,0.259100,100,162027
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_5/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4176,3949,1640,1413,2536,4411,227,-0.022700,-0.033700,-0.011600,0.022700,0.010600,0.034300,0.392720,0.242617,100,162028
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_5/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4430,4225,1754,1549,2676,4021,205,-0.020500,-0.030500,-0.011400,0.020500,0.007800,0.029600,0.395937,0.278097,100,162126
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_5/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4430,4211,1865,1646,2565,3924,219,-0.021900,-0.033300,-0.011500,0.021900,0.010700,0.031400,0.420993,0.295512,100,162127
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_5/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4430,4245,1787,1602,2643,3968,185,-0.018500,-0.031600,-0.008700,0.018500,0.007000,0.028900,0.403386,0.287612,100,162128
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1956,1886,508,438,1448,7606,70,-0.007000,-0.012400,-0.000500,0.007000,0.000400,0.012100,0.259714,0.054451,100,162226
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1956,1840,593,477,1363,7567,116,-0.011600,-0.018800,-0.006600,0.011600,0.006200,0.016400,0.303170,0.059299,100,162227
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1956,1914,600,558,1356,7486,42,-0.004200,-0.009900,0.002400,0.004200,-0.002000,0.010700,0.306748,0.069368,100,162228
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2707,2674,712,679,1995,6614,33,-0.003300,-0.010900,0.003200,0.003300,-0.002600,0.011100,0.263022,0.093103,100,162326
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2707,2617,811,721,1896,6572,90,-0.009000,-0.016700,-0.002600,0.009000,0.002200,0.015600,0.299594,0.098862,100,162327
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2707,2651,833,777,1874,6516,56,-0.005600,-0.012200,0.003200,0.005600,-0.001900,0.014300,0.307721,0.106541,100,162328
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3343,3207,1001,865,2342,5792,136,-0.013600,-0.022100,-0.004900,0.013600,0.004400,0.022100,0.299432,0.129938,100,162426
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3343,3111,1134,902,2209,5755,232,-0.023200,-0.031800,-0.015700,0.023200,0.013100,0.029000,0.339216,0.135496,100,162427
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3343,3136,1191,984,2152,5673,207,-0.020700,-0.028800,-0.011900,0.020700,0.009100,0.027500,0.356267,0.147814,100,162428
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3682,3640,1108,1066,2574,5252,42,-0.004200,-0.013400,0.002100,0.004200,-0.005900,0.014200,0.300923,0.168724,100,162526
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3682,3558,1262,1138,2420,5180,124,-0.012400,-0.022100,-0.004100,0.012400,0.003400,0.020200,0.342749,0.180120,100,162527
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3682,3602,1289,1209,2393,5109,80,-0.008000,-0.018000,-0.000200,0.008000,0.000200,0.016100,0.350081,0.191358,100,162528
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4287,4178,1427,1318,2860,4395,109,-0.010900,-0.020300,-0.002000,0.010900,0.001500,0.019600,0.332867,0.230702,100,162626
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4287,4082,1555,1350,2732,4363,205,-0.020500,-0.030800,-0.009300,0.020500,0.010800,0.030700,0.362725,0.236303,100,162627
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4287,4150,1607,1470,2680,4243,137,-0.013700,-0.023700,-0.002400,0.013700,0.002200,0.021700,0.374854,0.257308,100,162628
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4305,4182,1524,1401,2781,4294,123,-0.012300,-0.023000,-0.002400,0.012300,-0.000100,0.024400,0.354007,0.246005,100,162726
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4305,4133,1665,1493,2640,4202,172,-0.017200,-0.029200,-0.007500,0.017200,0.008400,0.028500,0.386760,0.262160,100,162727
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q6_7/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q6_7_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4305,4204,1690,1589,2615,4106,101,-0.010100,-0.023300,-0.000500,0.010100,-0.001000,0.018200,0.392567,0.279017,100,162728
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2309,2086,713,490,1596,7201,223,-0.022300,-0.028400,-0.017100,0.022300,0.015800,0.028700,0.308792,0.063711,100,162826
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2309,2008,831,530,1478,7161,301,-0.030100,-0.038600,-0.023700,0.030100,0.023800,0.036400,0.359896,0.068912,100,162827
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,2309,1997,808,496,1501,7195,312,-0.031200,-0.037700,-0.024700,0.031200,0.024700,0.038000,0.349935,0.064491,100,162828
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,3141,2919,943,721,2198,6138,222,-0.022200,-0.030700,-0.014800,0.022200,0.014600,0.028100,0.300223,0.105117,100,162926
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,3141,2784,1137,780,2004,6079,357,-0.035700,-0.043000,-0.030400,0.035700,0.028400,0.043700,0.361987,0.113719,100,162927
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,3141,2834,1090,783,2051,6076,307,-0.030700,-0.038800,-0.022400,0.030700,0.022500,0.038200,0.347023,0.114157,100,162928
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3781,3574,1270,1063,2511,5156,207,-0.020700,-0.028700,-0.012200,0.020700,0.011000,0.032000,0.335890,0.170928,100,163026
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3781,3502,1425,1146,2356,5073,279,-0.027900,-0.036300,-0.019900,0.027900,0.018900,0.035700,0.376884,0.184274,100,163027
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3781,3549,1377,1145,2404,5074,232,-0.023200,-0.034400,-0.012300,0.023200,0.013500,0.030100,0.364189,0.184113,100,163028
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4228,3992,1536,1300,2692,4472,236,-0.023600,-0.036400,-0.013500,0.023600,0.015100,0.034800,0.363292,0.225225,100,163126
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4228,3954,1675,1401,2553,4371,274,-0.027400,-0.037000,-0.017000,0.027400,0.017600,0.038700,0.396168,0.242723,100,163127
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,4228,3945,1611,1328,2617,4444,283,-0.028300,-0.039300,-0.018000,0.028300,0.019400,0.037600,0.381031,0.230076,100,163128
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4303,4280,1582,1559,2721,4138,23,-0.002300,-0.014700,0.008000,0.002300,-0.006700,0.011200,0.367650,0.273653,100,163226
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4303,4089,1782,1568,2521,4129,214,-0.021400,-0.030800,-0.012200,0.021400,0.012000,0.035200,0.414130,0.275233,100,163227
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4303,4125,1742,1564,2561,4133,178,-0.017800,-0.030200,-0.006200,0.017800,0.006200,0.031600,0.404834,0.274530,100,163228
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4520,4370,1771,1621,2749,3859,150,-0.015000,-0.025300,-0.007400,0.015000,0.003600,0.027000,0.391814,0.295803,100,163326
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4520,4343,1937,1760,2583,3720,177,-0.017700,-0.029700,-0.005900,0.017700,0.007000,0.028800,0.428540,0.321168,100,163327
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d3_at_q8_5/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d3_at_q8_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4520,4392,1884,1756,2636,3724,128,-0.012800,-0.024700,-0.000800,0.012800,-0.002500,0.024300,0.416814,0.320438,100,163328
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1965,1732,798,565,1167,7470,233,-0.023300,-0.031100,-0.015500,0.023300,0.017400,0.029100,0.406107,0.070317,100,163426
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1965,1669,801,505,1164,7530,296,-0.029600,-0.037200,-0.023400,0.029600,0.022600,0.036700,0.407634,0.062850,100,163427
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1965,1669,848,552,1117,7483,296,-0.029600,-0.036900,-0.021700,0.029600,0.022300,0.038000,0.431552,0.068699,100,163428
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2654,2507,1059,912,1595,6434,147,-0.014700,-0.022600,-0.006500,0.014700,0.005700,0.024300,0.399020,0.124149,100,163526
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2654,2424,1073,843,1581,6503,230,-0.023000,-0.029900,-0.015200,0.023000,0.013500,0.031500,0.404295,0.114756,100,163527
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2654,2438,1124,908,1530,6438,216,-0.021600,-0.031500,-0.012200,0.021600,0.013000,0.029800,0.423512,0.123605,100,163528
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3354,3200,1404,1250,1950,5396,154,-0.015400,-0.025600,-0.006400,0.015400,0.005600,0.026400,0.418605,0.188083,100,163626
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3354,3128,1366,1140,1988,5506,226,-0.022600,-0.034800,-0.014200,0.022600,0.013700,0.031200,0.407275,0.171532,100,163627
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3354,3115,1474,1235,1880,5411,239,-0.023900,-0.033900,-0.014100,0.023900,0.013800,0.034800,0.439475,0.185826,100,163628
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r17,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3834,3697,1630,1493,2204,4673,137,-0.013700,-0.023800,-0.002700,0.013700,0.002200,0.024300,0.425143,0.242134,100,163726
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r17,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3834,3603,1637,1406,2197,4760,231,-0.023100,-0.033900,-0.012200,0.023100,0.012200,0.033300,0.426969,0.228025,100,163727
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r17,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r17,real_device,switch_decoder_prior,decoder,10000,10000,0,3834,3614,1679,1459,2155,4707,220,-0.022000,-0.031900,-0.012700,0.022000,0.011000,0.032400,0.437924,0.236620,100,163728
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r21,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4177,4125,1755,1703,2422,4120,52,-0.005200,-0.015500,0.007700,0.005200,-0.005500,0.016800,0.420158,0.292461,100,163826
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r21,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4177,3962,1837,1622,2340,4201,215,-0.021500,-0.033500,-0.010800,0.021500,0.011900,0.031500,0.439789,0.278551,100,163827
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r21,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r21,real_device,switch_decoder_prior,decoder,10000,10000,0,4177,4031,1863,1717,2314,4106,146,-0.014600,-0.022900,-0.005400,0.014600,0.002700,0.023700,0.446014,0.294865,100,163828
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r25,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4414,4308,1988,1882,2426,3704,106,-0.010600,-0.022400,0.003300,0.010600,-0.001500,0.022100,0.450385,0.336914,100,163926
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r25,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4414,4253,1991,1830,2423,3756,161,-0.016100,-0.025500,-0.004600,0.016100,0.003800,0.026200,0.451065,0.327605,100,163927
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_44/d5_at_q6_5/X/r25,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_44_d5_at_q6_5_X_r25,real_device,switch_decoder_prior,decoder,10000,10000,0,4414,4215,2098,1899,2316,3687,199,-0.019900,-0.031700,-0.009400,0.019900,0.007300,0.032500,0.475306,0.339957,100,163928
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_45/d3_at_q4_5/X/r05,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_45_d3_at_q4_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1705,1622,444,361,1261,7934,83,-0.008300,-0.012400,-0.003000,0.008300,0.003500,0.012500,0.260411,0.043520,100,164026
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_45/d3_at_q4_5/X/r05,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_45_d3_at_q4_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1705,1551,538,384,1167,7911,154,-0.015400,-0.020900,-0.009400,0.015400,0.009700,0.021300,0.315543,0.046293,100,164027
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_45/d3_at_q4_5/X/r05,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_45_d3_at_q4_5_X_r05,real_device,switch_decoder_prior,decoder,10000,10000,0,1705,1582,506,383,1199,7912,123,-0.012300,-0.017700,-0.006700,0.012300,0.006600,0.017000,0.296774,0.046172,100,164028
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_45/d3_at_q4_5/X/r09,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_45_d3_at_q4_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2496,2354,739,597,1757,6907,142,-0.014200,-0.020400,-0.007200,0.014200,0.007800,0.022100,0.296074,0.079558,100,164126
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_45/d3_at_q4_5/X/r09,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_45_d3_at_q4_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2496,2333,851,688,1645,6816,163,-0.016300,-0.023200,-0.008800,0.016300,0.009200,0.023500,0.340946,0.091684,100,164127
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_45/d3_at_q4_5/X/r09,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_45_d3_at_q4_5_X_r09,real_device,switch_decoder_prior,decoder,10000,10000,0,2496,2349,817,670,1679,6834,147,-0.014700,-0.022800,-0.007700,0.014700,0.007600,0.021800,0.327324,0.089286,100,164128
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_45/d3_at_q4_5/X/r13,dem_simple,dem_correlations,sycamore_surface_code_d3_d5_sample_45_d3_at_q4_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3213,3033,987,807,2226,5980,180,-0.018000,-0.027000,-0.010200,0.018000,0.009700,0.026500,0.307190,0.118904,100,164226
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_45/d3_at_q4_5/X/r13,dem_simple,dem_rl_isolated_correlated_matching,sycamore_surface_code_d3_d5_sample_45_d3_at_q4_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3213,3019,1141,947,2072,5840,194,-0.019400,-0.029400,-0.012300,0.019400,0.010300,0.028500,0.355120,0.139531,100,164227
data/raw/google_decoder_priors/sycamore_surface_code_d3_d5/sample_45/d3_at_q4_5/X/r13,dem_simple,dem_rl_shared_correlated_matching,sycamore_surface_code_d3_d5_sample_45_d3_at_q4_5_X_r13,real_device,switch_decoder_prior,decoder,10000,10000,0,3213,2950,1145,882,2068,5905,263,-0.026300,-0.036400,-0.017400,0.026300,0.018000,0.035000,0.356365,0.129954,100,164228
