experiment_name,code_family,control_mode,basis,cycles,workload_id,transition_class,num_shots,mean_detector_event_count,mean_early_detector_count,mean_mid_detector_count,mean_late_detector_count,burst_fraction,mean_first_detector_fraction,source_data_dir
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,20,surface_code_traditional_calibration_X_r020,unchanged_success,9345,30.087319,9.756768,10.223970,10.106581,0.768753,0.068483,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r020
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,30,surface_code_traditional_calibration_X_r030,rescued,290,51.562069,16.986207,17.610345,16.965517,0.996552,0.044377,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r030
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,30,surface_code_traditional_calibration_X_r030,induced,125,52.288000,16.928000,18.256000,17.104000,1.000000,0.041389,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r030
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,30,surface_code_traditional_calibration_X_r030,unchanged_failure,522,50.616858,16.770115,17.028736,16.818008,0.998084,0.039831,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r030
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,30,surface_code_traditional_calibration_X_r030,unchanged_success,9063,46.008827,15.138365,15.431204,15.439259,0.990401,0.044901,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r030
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,40,surface_code_traditional_calibration_X_r040,rescued,386,67.632124,21.950777,22.489637,23.191710,1.000000,0.029814,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r040
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,40,surface_code_traditional_calibration_X_r040,induced,184,66.722826,22.114130,22.298913,22.309783,1.000000,0.031873,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r040
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,40,surface_code_traditional_calibration_X_r040,unchanged_failure,643,67.090202,22.514774,22.393468,22.181960,1.000000,0.030220,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r040
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,40,surface_code_traditional_calibration_X_r040,unchanged_success,8787,61.386366,20.542051,20.432798,20.411517,0.999772,0.032281,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r040
surface_code_traditional_calibration,surface_code_memory,traditional_calibration,X,50,surface_code_traditional_calibration_X_r050,rescued,452,82.884956,26.969027,28.227876,27.688053,1.000000,0.024952,data/raw/google_rl_qec/google_reinforcement_learning_qec/surface_code_traditional_calibration/X/r050
